customer_id,first_name,last_name,email,membership_date,gender,salary,,job_title,City,Membership_cost,Price_bracket
c057,Padraic,Poppy,ppoppy1k@miibeian.gov.cn,26/05/2022,M,"£50,631.39",,Systems Administrator II,Hamburg,9.99,Premium
c058,Sarah,Dunphy,sdunphy1l@soup.io,27/08/2017,F,"£20,096.60",,Community Outreach Specialist,Tokyo,3.99,Basic
c059,Kacie,Brooks,,02/11/2019,F,"£72,470.10",,,Paris,7.99,Standard
c060,Rianon,Meehan,,15/09/2011,F,"£67,550.27",,,Amsterdam,9.99,Premium
c061,Nerti,Reichelt,nreichelt1o@newsvine.com,24/05/2013,F,"£31,843.24",,Occupational Therapist,Melbourne,7.99,Standard
c062,Osborn,Ivanonko,oivanonko1p@google.ru,03/04/2011,M,"£43,729.72",,Systems Administrator IV,Montreal,7.99,Standard
c063,Jason,Spear,jspear1q@taobao.com,11/07/2022,M,"£45,710.85",,Engineer II,Hamburg,3.99,Basic
c064,Henri,Coger,,03/10/2012,M,"£55,266.30",,,Rome,3.99,Basic
c065,Duffy,Jaquin,djaquin1s@4shared.com,23/09/2012,M,"£65,104.97",,Compensation Analyst,Montreal,7.99,Standard
c066,Valerye,Lethby,vlethby1t@ebay.com,09/07/2022,F,"£36,175.21",,Health Coach IV,Sydney,9.99,Premium
c067,Annnora,Toopin,atoopin1u@mapquest.com,29/01/2011,F,"£21,913.76",,Web Developer III,Lisbon,9.99,Premium
c068,Marielle,Farington,mfarington1v@nymag.com,09/05/2020,F,"£57,808.24",,Pharmacist,Chicago,3.99,Basic
c069,Aloysia,Yeude,ayeude1w@blogger.com,16/06/2012,F,"£24,687.76",,General Manager,Lisbon,3.99,Basic
c070,Bevon,Dugdale,,16/06/2019,M,"£40,127.62",,,Hamburg,7.99,Standard
c071,Madella,Boutton,,14/05/2017,F,"£73,248.63",,,Edinburgh,7.99,Standard
c072,Rosalinde,Konneke,rkonneke1z@thetimes.co.uk,03/06/2018,F,"£43,792.18",,Desktop Support Technician,Sydney,7.99,Standard
c073,Benji,Mullins,bmullins20@dailymail.co.uk,12/07/2020,M,"£49,751.05",,Internal Auditor,Madrid,9.99,Premium
c074,Gran,Gregh,ggregh21@ca.gov,12/02/2021,M,"£53,065.44",,Electrical Engineer,Tokyo,3.99,Basic
c075,Damiano,Hansemann,dhansemann22@themeforest.net,22/01/2021,M,"£64,394.66",,Data Coordiator,Sydney,7.99,Standard
c076,Hugues,Mulvy,hmulvy23@army.mil,15/04/2013,M,"£38,437.95",,Business Systems Development Analyst,New York,3.99,Basic
c077,Agnes,Unitt,aunitt24@utexas.edu,04/07/2019,F,"£29,755.35",,Budget/Accounting Analyst I,Edinburgh,3.99,Basic
c078,Benedikt,Bache,bbache25@toplist.cz,07/07/2020,M,"£67,709.16",,Sales Representative,Lisbon,3.99,Basic
c079,Elsie,Feldhammer,efeldhammer26@jigsy.com,18/07/2014,F,"£25,641.47",,Research Assistant III,Edinburgh,3.99,Basic
,,,,,,,,,,,
c080,Eileen,Brittlebank,ebrittlebank27@people.com.cn,07/06/2013,F,"£50,681.67",,Software Consultant,Sydney,7.99,Standard
c081,Elyse,Sussams,esussams28@google.pl,10/07/2012,F,"£41,028.14",,Accountant III,Hamburg,9.99,Premium
c082,Andie,Rudgard,arudgard29@google.com.br,20/03/2021,F,"£32,894.78",,Chief Design Engineer,Lisbon,9.99,Premium
c083,Melli,Mattersey,,01/10/2022,F,"£55,826.17",,,Sydney,9.99,Premium
c084,Susanna,Canniffe,scanniffe2b@123-reg.co.uk,30/04/2022,F,"£58,533.22",,Health Coach III,Los Angeles,9.99,Premium
c085,Jesus,Lagen,jlagen2c@dot.gov,21/11/2013,M,"£38,170.14",,Analog Circuit Design manager,Toronto,3.99,Basic
c086,Kippy,Steiner,ksteiner2d@addtoany.com,01/11/2015,M,"£27,070.66",,Account Representative I,Toronto,7.99,Standard
c087,Cairistiona,Birtwistle,cbirtwistle2e@simplemachines.org,01/10/2020,F,"£20,452.16",,Web Designer I,Amsterdam,7.99,Standard
c088,Reinaldo,Bineham,rbineham2f@jimdo.com,17/07/2022,M,"£43,010.64",,Junior Executive,Madrid,9.99,Premium
c089,Elsworth,Challin,,13/03/2012,M,"£36,483.03",,,Toronto,9.99,Premium
c090,Gordie,Burgott,gburgott2h@discovery.com,17/06/2020,M,"£37,924.55",,Food Chemist,London,9.99,Premium
c091,Yetta,Rhucroft,yrhucroft2i@exblog.jp,20/09/2022,F,"£32,992.78",,Junior Executive,Berlin,3.99,Basic
c092,Clint,Melley,cmelley2j@bing.com,22/01/2022,M,"£70,997.00",,Operator,Copenhagen,3.99,Basic
c093,Herculie,Antonetti,hantonetti2k@earthlink.net,05/07/2015,M,"£30,841.71",,Occupational Therapist,Sydney,9.99,Premium
c094,Maurise,Blacklock,mblacklock2l@cdbaby.com,28/06/2018,M,"£40,679.29",,Research Associate,Chicago,3.99,Basic
c095,Anastasia,Biscomb,abiscomb2m@hhs.gov,21/03/2019,F,"£27,402.03",,Human Resources Manager,Delhi,7.99,Standard
c096,Vittorio,Arro,varro2n@ebay.com,13/09/2022,M,"£62,551.34",,Software Engineer IV,Los Angeles,9.99,Premium
c097,Dory,Pleven,dpleven2o@elegantthemes.com,27/12/2012,M,"£36,973.59",,Librarian,Montreal,7.99,Standard
c098,Abie,O'Curran,aocurran2p@1und1.de,17/06/2020,M,"£64,953.09",,Chemical Engineer,Rome,3.99,Basic
c099,Lura,MacCole,,28/02/2013,F,"£62,328.75",,,Montreal,7.99,Standard
c100,Carolyne,Rozenbaum,crozenbaum2r@reverbnation.com,08/03/2019,F,"£60,186.46",,Food Chemist,Tokyo,7.99,Standard
c101,Anabelle,Rulton,arulton2s@slate.com,12/04/2012,F,"£63,169.10",,Executive Secretary,Delhi,3.99,Basic
c102,Dunn,Brymham,dbrymham2t@devhub.com,04/03/2016,M,"£20,144.10",,Business Systems Development Analyst,Los Angeles,9.99,Premium
c103,Oby,Slidders,oslidders2u@nasa.gov,29/03/2015,M,"£26,935.50",,Legal Assistant,Berlin,7.99,Standard
c104,Shirlee,Watson,swatson2v@topsy.com,07/05/2022,F,"£69,737.65",,VP Marketing,Chicago,9.99,Premium
c105,Bendix,Callender,,04/10/2019,M,"£43,881.33",,,Rome,9.99,Premium
c106,Skipp,Maud,smaud2x@uiuc.edu,03/04/2019,M,"£35,165.45",,VP Product Management,Amsterdam,3.99,Basic
c107,Ruddy,Lawful,rlawful2y@dedecms.com,28/03/2022,M,"£52,669.08",,Software Engineer III,London,7.99,Standard
c108,Halsey,Vanini,hvanini2z@rambler.ru,22/03/2012,M,"£22,076.75",,Nurse,Geneva,3.99,Basic
c109,Elysee,Di Lucia,edilucia30@over-blog.com,19/03/2013,F,"£39,088.04",,Computer Systems Analyst I,Los Angeles,9.99,Premium
c110,Maximilianus,Size,msize31@netscape.com,14/05/2011,M,"£48,733.71",,Editor,New York,3.99,Basic
c111,Bella,McRuvie,bmcruvie32@domainmarket.com,05/07/2021,F,"£44,102.54",,Librarian,London,3.99,Basic
c112,Henderson,Semmence,hsemmence33@ted.com,29/09/2014,M,"£47,106.49",,Administrative Officer,Toronto,9.99,Premium
c113,Niel,Bodman,nbodman34@github.com,07/05/2015,M,"£29,283.35",,Design Engineer,Toronto,7.99,Standard
c114,Orelee,Croster,ocroster35@gravatar.com,27/08/2017,F,"£41,494.36",,Civil Engineer,Sydney,9.99,Premium
c115,Paul,Buckley,pbuckley36@seattletimes.com,02/04/2015,M,"£62,366.09",,Senior Quality Engineer,Tokyo,3.99,Basic
c116,Shawna,McAdam,smcadam37@state.tx.us,23/07/2013,F,"£28,795.49",,Compensation Analyst,Sydney,7.99,Standard
c117,Issi,Pringer,ipringer38@omniture.com,24/11/2012,F,"£31,055.42",,Clinical Specialist,Lisbon,7.99,Standard
c118,Jemmie,Coan,jcoan39@geocities.com,07/11/2013,F,"£51,460.85",,Technical Writer,New York,9.99,Premium
c119,Fidelity,Clohisey,,10/06/2014,F,"£51,105.59",,,Melbourne,7.99,Standard
,,,,,,,,,,,
c120,Kent,Penketh,kpenketh3b@ezinearticles.com,25/08/2018,M,"£39,058.14",,Registered Nurse,Berlin,3.99,Basic
c120,Kent,Penketh,kpenketh3b@ezinearticles.com,25/08/2018,M,"£39,058.14",,Registered Nurse,Berlin,3.99,Basic
c121,Sammy,Muff,smuff3c@scribd.com,26/10/2020,M,"£72,367.12",,Senior Sales Associate,Montreal,7.99,Standard
c122,Weidar,Gilburt,wgilburt3d@printfriendly.com,14/04/2014,M,"£21,890.76",,Graphic Designer,Madrid,7.99,Standard
c123,Lula,Chitham,lchitham3e@github.io,26/11/2020,F,"£54,725.81",,Cost Accountant,Sydney,3.99,Basic
c124,Dewain,Varnals,dvarnals3f@artisteer.com,23/06/2019,M,"£63,397.90",,Internal Auditor,Lisbon,9.99,Premium
c125,Stevie,Broomer,sbroomer3g@ucsd.edu,30/11/2011,M,"£42,934.67",,Systems Administrator II,Berlin,3.99,Basic
c126,Marne,Broggetti,,31/03/2013,F,"£26,103.36",,,Copenhagen,9.99,Premium
c127,Liane,Wrightem,lwrightem3i@mashable.com,05/10/2011,F,"£60,130.28",,Health Coach III,Montreal,3.99,Basic
c128,Giovanni,Aiston,gaiston3j@acquirethisname.com,14/06/2017,M,"£56,619.10",,Operator,Toronto,3.99,Basic
c129,Erick,Guthrie,eguthrie3k@archive.org,07/09/2013,M,"£64,756.05",,Media Manager III,Los Angeles,9.99,Premium
c130,Richardo,Bafford,rbafford3l@alexa.com,31/05/2011,M,"£43,734.50",,Compensation Analyst,Toronto,9.99,Premium
c131,Pacorro,Coppen,pcoppen3m@elpais.com,19/05/2016,M,"£70,013.80",,Chief Design Engineer,Paris,3.99,Basic
,,,,,,,,,,,
c132,Jacquette,Yelding,jyelding3n@booking.com,09/01/2019,F,"£20,540.58",,Environmental Tech,Copenhagen,9.99,Premium
c133,Rafferty,Fellgate,rfellgate3o@ucla.edu,01/04/2011,M,"£63,125.01",,Director of Sales,Tokyo,7.99,Standard
c134,Edmon,Saffer,esaffer3p@admin.ch,15/08/2020,M,"£69,015.50",,Junior Executive,Rome,9.99,Premium
c135,Davon,Lauridsen,dlauridsen3q@msn.com,28/04/2020,M,"£43,472.43",,Cost Accountant,Lisbon,3.99,Basic
c136,Codie,Wadly,cwadly3r@tinypic.com,30/10/2019,F,"£64,615.54",,Community Outreach Specialist,Edinburgh,3.99,Basic
c137,Vaclav,MacCardle,vmaccardle3s@infoseek.co.jp,29/06/2016,M,"£59,279.25",,Web Developer I,Toronto,7.99,Standard
c138,Donaugh,Bricket,dbricket3t@devhub.com,02/08/2016,M,"£59,002.10",,Staff Scientist,Toronto,7.99,Standard
c139,Lorry,Killeen,lkilleen3u@last.fm,05/09/2017,F,"£27,156.54",,Software Engineer IV,Los Angeles,7.99,Standard
c140,Isidro,Davidsen,idavidsen3v@tinypic.com,25/06/2021,M,"£66,232.49",,Systems Administrator II,Delhi,3.99,Basic
c141,Maxy,Duddle,,22/06/2012,F,"£67,408.94",,,Toronto,7.99,Standard
c142,Daphne,Iddiens,diddiens3x@spotify.com,17/03/2017,F,"£42,112.18",,VP Sales,Madrid,3.99,Basic
c143,Shela,Dudderidge,sdudderidge3y@nature.com,10/07/2011,F,"£36,802.51",,VP Product Management,Rome,9.99,Premium
c144,Vincent,Delap,vdelap3z@smh.com.au,24/04/2014,M,"£27,827.31",,Community Outreach Specialist,Rome,9.99,Premium
c145,Walton,Bristowe,wbristowe40@lycos.com,19/09/2012,M,"£40,875.61",,Community Outreach Specialist,Copenhagen,3.99,Basic
c146,Breena,Arghent,,19/01/2014,F,"£48,932.81",,,Amsterdam,9.99,Premium
c147,Chicky,McLachlan,cmclachlan42@weebly.com,01/05/2022,M,"£32,713.40",,General Manager,Delhi,3.99,Basic
c148,Hervey,Warratt,,10/09/2013,M,"£38,073.54",,,Edinburgh,7.99,Standard
c149,Tabb,de la Valette Parisot,tdelavaletteparisot44@technorati.com,23/09/2017,M,"£51,358.92",,Programmer Analyst II,Lisbon,3.99,Basic
c150,Luca,Aleksandrev,laleksandrev45@cmu.edu,07/08/2022,M,"£52,376.35",,Automation Specialist IV,Los Angeles,7.99,Standard
c151,Felicdad,Gerish,fgerish46@linkedin.com,09/01/2015,F,"£41,829.31",,Nurse Practicioner,Melbourne,3.99,Basic
c152,Jannel,Creboe,jcreboe47@gravatar.com,04/01/2015,F,"£70,506.41",,Staff Accountant IV,Tokyo,3.99,Basic
c153,Pamelina,Rosenkrantz,,21/05/2012,F,"£32,657.04",,,Montreal,9.99,Premium
c154,Bernete,Ollcott,bollcott49@last.fm,06/11/2013,F,"£26,046.36",,VP Quality Control,Montreal,7.99,Standard
c155,Garrik,Marritt,gmarritt4a@infoseek.co.jp,12/12/2017,M,"£46,091.66",,Web Developer IV,Paris,9.99,Premium
c156,Ailey,Chattey,achattey4b@wikispaces.com,16/05/2011,F,"£70,252.27",,Chief Design Engineer,New York,3.99,Basic
c157,Hilly,Ferschke,hferschke4c@linkedin.com,26/09/2012,M,"£58,278.43",,Electrical Engineer,Toronto,9.99,Premium
c158,Valdemar,Paske,vpaske4d@cbsnews.com,08/05/2014,M,"£32,452.00",,Registered Nurse,New York,7.99,Standard
c159,Kingston,Ling,kling4e@msn.com,25/04/2012,M,"£59,196.27",,Community Outreach Specialist,Berlin,3.99,Basic
c160,Tami,Chesser,tchesser4f@cnbc.com,22/12/2019,F,"£66,782.73",,Social Worker,Berlin,9.99,Premium
c161,Jarrad,Beilby,jbeilby4g@ucsd.edu,08/10/2016,M,"£41,923.00",,Account Executive,Geneva,3.99,Basic
c162,Crystal,Swires,cswires4h@illinois.edu,20/09/2012,F,"£74,270.25",,Research Assistant I,Toronto,9.99,Premium
c163,Roxine,Gayne,rgayne4i@live.com,28/05/2011,F,"£67,348.54",,Marketing Assistant,Los Angeles,9.99,Premium
c164,Mellicent,Florez,mflorez4j@gizmodo.com,18/06/2017,F,"£61,339.28",,Recruiter,Los Angeles,9.99,Premium
c165,Templeton,Durno,,08/07/2011,M,"£25,244.85",,,Madrid,9.99,Premium
c166,Hasty,Tysall,htysall4l@hatena.ne.jp,01/08/2012,M,"£55,998.97",,VP Sales,Sydney,7.99,Standard
c167,Gui,Pennrington,,16/09/2022,F,"£24,994.98",,,Toronto,3.99,Basic
c168,Alaric,Esel,,20/05/2018,M,"£30,424.94",,,Hamburg,3.99,Basic
c169,Tommie,Strutley,,25/12/2018,M,"£47,681.41",,,Delhi,9.99,Premium
c170,Perrine,Phillpot,pphillpot4p@go.com,24/01/2015,F,"£74,058.87",,Associate Professor,Montreal,9.99,Premium
c172,Cleavland,Errichelli,cerrichelli4r@example.com,30/07/2022,M,"£60,588.69",,Financial Analyst,London,3.99,Basic
c173,Aloysius,Whelan,awhelan4s@storify.com,05/12/2018,M,"£43,242.29",,Operator,Delhi,9.99,Premium
c174,Raynor,Bielfeldt,rbielfeldt4t@blogger.com,27/12/2018,M,"£40,386.04",,Nurse,Tokyo,9.99,Premium
c175,Bertie,Kiss,bkiss4u@last.fm,01/03/2021,F,"£47,877.41",,Actuary,Tokyo,9.99,Premium
c176,Gilburt,Ketton,gketton4v@microsoft.com,05/12/2010,M,"£21,668.77",,Recruiting Manager,Hamburg,9.99,Premium
c177,Dion,Whickman,dwhickman4w@mtv.com,02/04/2014,F,"£35,420.97",,Registered Nurse,New York,7.99,Standard
c178,Cele,Nehl,,27/04/2011,F,"£26,019.98",,,Melbourne,9.99,Premium
c179,Cirilo,MacChaell,cmacchaell4y@shop-pro.jp,01/06/2012,M,"£22,919.55",,Associate Professor,London,7.99,Standard
c180,Nertie,Oleszkiewicz,,09/09/2021,F,"£71,589.95",,,Tokyo,7.99,Standard
c181,Ancell,Bruhn,abruhn50@netvibes.com,03/07/2011,M,"£47,582.38",,VP Sales,Lisbon,7.99,Standard
c182,Egor,Lakeland,elakeland51@e-recht24.de,23/10/2015,M,"£38,911.26",,Software Consultant,Berlin,9.99,Premium
c183,Ferdinand,Hubatsch,fhubatsch52@mapy.cz,07/01/2011,M,"£54,247.63",,Data Coordiator,Chicago,9.99,Premium
c184,Jaine,Tilby,jtilby53@bigcartel.com,21/08/2012,F,"£32,947.56",,Senior Developer,Amsterdam,9.99,Premium
c185,Franky,Sole,fsole54@diigo.com,20/04/2017,M,"£35,193.10",,Help Desk Operator,Los Angeles,3.99,Basic
c186,Sibella,Yggo,syggo55@princeton.edu,20/07/2015,F,"£45,370.16",,Graphic Designer,Chicago,7.99,Standard
c187,Brewster,Moylan,bmoylan56@canalblog.com,29/12/2020,M,"£46,424.27",,Research Assistant I,Montreal,9.99,Premium
c188,Gipsy,Gobat,ggobat57@discuz.net,15/07/2011,F,"£57,225.24",,Quality Control Specialist,Melbourne,3.99,Basic
c189,Coop,Climar,,22/03/2013,M,"£21,415.04",,,Chicago,3.99,Basic
c190,Elle,Prendiville,eprendiville59@free.fr,16/01/2016,F,"£39,998.19",,Food Chemist,Edinburgh,9.99,Premium
c191,Moll,Jolley,mjolley5a@reference.com,03/08/2020,F,"£68,498.45",,Developer II,Amsterdam,3.99,Basic
c192,Dredi,Trethowan,dtrethowan5b@sphinn.com,28/04/2014,F,"£23,931.41",,Senior Quality Engineer,Lisbon,7.99,Standard
c193,Paul,Sturney,psturney5c@hexun.com,14/12/2010,M,"£38,226.87",,Software Test Engineer III,Rome,3.99,Basic
c194,Ardelle,Smorfit,asmorfit5d@elegantthemes.com,07/10/2017,F,"£65,589.68",,VP Sales,Berlin,7.99,Standard
c195,Quincy,Rissen,,06/04/2022,M,"£42,611.75",,,Melbourne,9.99,Premium
c196,Letta,Lanktree,,07/10/2019,F,"£71,857.20",,,Paris,3.99,Basic
c197,Mabel,Ringsell,,17/01/2016,F,"£72,537.09",,,Lisbon,9.99,Premium
c198,Inga,Schlagtmans,ischlagtmans5h@icio.us,19/10/2017,F,"£43,600.38",,Teacher,Madrid,7.99,Standard
c199,Jessalyn,Mooreed,jmooreed5i@shop-pro.jp,17/07/2013,F,"£33,976.87",,Product Engineer,Chicago,9.99,Premium
c200,Issie,Bugdell,ibugdell5j@51.la,03/05/2011,F,"£26,375.04",,Senior Financial Analyst,Chicago,9.99,Premium
c201,Gauthier,Uman,guman5k@etsy.com,01/01/2020,M,"£59,083.35",,Project Manager,Chicago,7.99,Standard
c202,Patrice,De Castri,pdecastri5l@hubpages.com,27/06/2012,F,"£67,754.80",,Clinical Specialist,Los Angeles,3.99,Basic
c203,Piper,Everill,peverill5m@sogou.com,14/04/2016,F,"£31,625.27",,Automation Specialist II,Melbourne,9.99,Premium
c204,Biddie,Loughrey,bloughrey5n@gov.uk,29/03/2019,F,"£51,395.78",,Nurse,Montreal,9.99,Premium
c205,Keene,Bunting,kbunting5o@stanford.edu,13/06/2014,M,"£32,836.66",,Marketing Manager,Paris,3.99,Basic
c206,Wallie,Dwerryhouse,wdwerryhouse5p@umich.edu,17/12/2019,M,"£56,805.86",,Executive Secretary,Edinburgh,3.99,Basic
c207,Stan,Embery,sembery5q@salon.com,21/03/2014,M,"£41,545.31",,Marketing Assistant,Montreal,7.99,Standard
c208,Skylar,Bamborough,sbamborough5r@opera.com,05/11/2021,M,"£26,005.03",,Environmental Tech,Tokyo,3.99,Basic
c209,Florian,Alyonov,falyonov5s@pagesperso-orange.fr,22/01/2013,M,"£45,329.81",,Senior Financial Analyst,Amsterdam,9.99,Premium
,,,,,,,,,,,
c210,Amory,Franek,afranek5t@twitter.com,07/03/2013,M,"£56,189.52",,Associate Professor,Chicago,3.99,Basic
c211,Cymbre,Ruslin,cruslin5u@booking.com,15/12/2011,F,"£41,204.18",,Occupational Therapist,Toronto,7.99,Standard
c212,Celinka,Bradnam,,12/07/2020,F,"£20,618.01",,,Los Angeles,3.99,Basic
c213,Itch,Duesbury,,26/05/2017,M,"£27,925.34",,,Sydney,9.99,Premium
c214,Francesco,Pickard,fpickard5x@baidu.com,15/12/2021,M,"£59,185.90",,Sales Representative,Melbourne,7.99,Standard
c215,Jonis,Mabbe,jmabbe5y@answers.com,02/04/2011,F,"£74,454.29",,Help Desk Operator,Berlin,3.99,Basic
